OSEBuildingID,PrimaryPropertyType,PropertyName,Address,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions
23575,Mid-Rise Multifamily,The Hadley House Inc,919 2nd Ave W.,3879900925,7,MAGNOLIA / QUEEN ANNE,1960,1,6,44016,0,44016,Multifamily Housing,37296,20.39999962,21.70000076,64.09999847,68.09999847,761504.875,808335.3125,0,223184.2969,761505,0,0,5.31
23576,Low-Rise Multifamily,Olympus Manor,220 W Olympic Pl,3879900965,7,MAGNOLIA / QUEEN ANNE,1930,1,3,31552,0,31552,Multifamily Housing,31552,52.29999924,57.79999924,72.69999695,78.5,1648730.5,1822360.5,0,78978.5,269475,13792.55957,1379256,75.13
23577,Low-Rise Multifamily,Olympic Arms & Grayson Apartments,201 & 209 W Olympic Pl,3879901010,7,MAGNOLIA / QUEEN ANNE,1925,1,3,29533,0,29533,Multifamily Housing,29533,45.90000153,49.59999847,68.30000305,72.19999695,1355062.75,1465452.125,0,83327.60156,284314,10707.49023,1070749,58.85
23578,Low-Rise Multifamily,Viking Apartments,715 2nd Ave. W.,3879901040,7,MAGNOLIA / QUEEN ANNE,1930,1,3,20688,0,20688,Multifamily Housing,20688,72.19999695,78.5,98.80000305,105.4000015,1493131.75,1623081.125,0,66700.10156,227581,12655.50977,1265551,68.8
23579,Low-Rise Multifamily,Halmark Apartments,705 2nd Ave W,3879901050,7,DOWNTOWN,1946,1,3,22972,0,22972,Multifamily Housing,22972,60.29999924,66.5,84,90.5,1385975.75,1528661.5,0,66532.79688,227010,11589.66016,1158966,63.14
23589,Low-Rise Multifamily,Michaelson Manor,320 W Roy St,3879901430,7,MAGNOLIA / QUEEN ANNE,1985,1,4,49034,0,49034,Multifamily Housing,49034,27.39999962,29.10000038,86,91.5,1342943.25,1428673.75,0,393594.0938,1342943,0,0,9.36
23590,Low-Rise Multifamily,500 W Olympic Place,500 W Olympic Place,3879901620,7,MAGNOLIA / QUEEN ANNE,1962,1,4,33164,0,33164,Multifamily Housing,27008,22.70000076,23.89999962,71.09999847,75.09999847,611911.5,645675.6875,0,179341,611911,0,0,4.27
23593,Low-Rise Multifamily,Chelsea Court Apartments,620 W Olympic Pl,3879901915,7,MAGNOLIA / QUEEN ANNE,1907,1,4,38407,0,38407,Multifamily Housing,38407,31.5,34.20000076,98.80000305,107.3000031,1208168.75,1312808.125,0,354094,1208169,0,0,8.42
23594,Mid-Rise Multifamily,Skyline House Apartments,600 W Olympic PL,3879901925,7,MAGNOLIA / QUEEN ANNE,1955,1,6,88422,0,88422,Multifamily Housing,75086,58.70000076,63.90000153,91.59999847,97.09999847,4409881.5,4799367,0,315671.5938,1077071,33328.09766,3332810,184.51
23595,Low-Rise Multifamily,KINNEAR (ID23595),905 OLYMPIC WAY W,3879901970,7,MAGNOLIA / QUEEN ANNE,1907,1,4,34498,0,34498,Multifamily Housing,34498,26.39999962,28.89999962,37.20000076,39.90000153,910639.1875,997765.375,0,45935.30078,156731,7539.080566,753908,41.13
23605,Low-Rise Multifamily,HIllcourt Apartments,3022 NE 140th,7663700821,5,NORTH,1985,1,4,56074,0,56074,Multifamily Housing,56074,27.89999962,29.60000038,87.69999695,93.09999847,1566177,1661975.875,0,459020.1875,1566177,0,0,10.92
23609,Low-Rise Multifamily,Del Mar Apt,14033 32nd ave ne,7663700860,5,NORTH,1981,1,4,43132,0,43132,Multifamily Housing,43132,28.5,30,89.5,94.19999695,1228837.25,1293593,0,360151.5938,1228837,0,0,8.57
23610,Mid-Rise Multifamily,Parkway 1,14019 32nd Ave NE,7663700871,5,NORTH,1968,1,5,25671,0,25671,Multifamily Housing,25671,26.5,28.39999962,83.19999695,89,680395.875,727886.375,0,199412.5938,680396,0,0,4.74
23611,Low-Rise Multifamily,Parkway 2,14023 32nd Ave NE,7663700870,5,NORTH,1993,1,4,31379,0,31379,Multifamily Housing,31379,28.10000038,29.60000038,88.30000305,92.90000153,882759.1875,928743.5,0,258721.9063,882759,0,0,6.15
23612,Low-Rise Multifamily,Hidden Streams Apartments,3032 NE 140th St,7663700880,5,NORTH,1969,1,4,24052,0,24052,Multifamily Housing,24052,33,35.79999924,103.5,112.3000031,792939.3125,860330.5,0,232397.2031,792939,0,0,5.53
23615,Mid-Rise Multifamily,Promenade at the Park Apartments,3215 NE 143rd St,7663700891,5,NORTH,2003,1,6,119355,0,119355,Multifamily Housing,72985,28.20000076,29.5,88.59999847,92.69999695,2059083.25,2155060,0,603482.6875,2059083,0,0,14.35
23618,Warehouse,"Ocean Beauty Alaska Bldg, LLC",1120 W Ewing St,7666200070,7,MAGNOLIA / QUEEN ANNE,1957,1,1,38255,0,38255,Non-Refrigerated Warehouse,38255,25.79999924,30.70000076,49,54.90000153,985401.8125,1173175.75,0,117768.1016,401825,5835.77002,583577,33.8
23622,Other,FT C15 Fishermen's Center,1900 West Nickerson Street,7666200105,7,MAGNOLIA / QUEEN ANNE,1955,23,1,260241,0,260241,Other,260241,130.6999969,138.5,353.2000122,374.5,34012980,36034584,0,7882361,26894616,71183.61719,7118362,565.55
23632,Low-Rise Multifamily,Seventy-O-One,7001 Sand Point Way NE,7698500000,4,NORTHEAST,1970,1,4,144779,0,144779,Multifamily Housing,144779,27.89999962,28.89999962,87.69999695,90.69999695,4042957.75,4180752.5,0,1184923,4042957,0,0,28.19
23633,Low-Rise Multifamily,7300 Woodlawn Avenue Condominium,7300 Woodlawn Ave NE,7698510000,6,NORTHWEST,1967,1,3,20210,0,20210,Multifamily Housing,20000,26.79999924,28.5,69.09999847,73.80000305,536642.875,570029.6875,0,114820.2969,391767,1448.76001,144876,10.43
23637,Low-Rise Multifamily,J & E Apartments,7910 Rainier Ave S,7701400030,2,SOUTHEAST,1956,2,2,21708,0,21708,Multifamily Housing,21708,67.40000153,75.90000153,106.8000031,115.6999969,1464009.25,1648163.875,0,109621.3984,374028,10899.80957,1089981,60.5
23639,Low-Rise Multifamily,Seward Park Condo,7322 Rainier Ave S,7701420000,2,SOUTHEAST,2006,1,2,55842,0,55842,Multifamily Housing,42762,32.5,34.59999847,102,108.8000031,1388812,1481243.75,0,407037.5,1388812,0,0,9.68
23641,High-Rise Multifamily,Shannon Condominium,601 Belmont Ave E,7714600000,3,EAST,1970,1,12,97160,15303,81857,Multifamily Housing,108000,36.79999924,40.90000153,115.5,128.5,3971959.75,4419299.5,0,1164114.75,3971960,0,0,27.69
23643,Low-Rise Multifamily,Sheffield Condominium,200 17th Ave E,7732050000,3,Central,1929,1,4,23875,0,23875,Multifamily Housing,23875,52.70000076,59.59999847,82.09999847,89.69999695,1258978.375,1423024.125,0,89419.20313,305098,9538.799805,953880,52.79
23652,Low-Rise Multifamily,(ID23652) Shilshole View,6044 SEAVIEW AVE NW,7755380000,6,BALLARD,1999,1,4,28467,0,28467,Multifamily Housing,21804,19.5,20.20000076,61.29999924,63.29999924,485122.4063,500830.1875,0,142181.2031,485122,0,0,3.38
23653,Small- and Mid-Sized Office,Ship Canal,146 North Canal Street,7759900000,6,LAKE UNION,1989,1,3,48924,0,48924,Office,31325,72.90000153,76.59999847,166.1000061,166.6999969,2282551.25,2398376.5,0,393720.0938,1343373,9391.780273,939178,59.24
23657,Mid-Rise Multifamily,The Siena Condominium,326 Queen Anne Ave N,7787750000,7,MAGNOLIA / QUEEN ANNE,2001,1,6,22551,0,22551,Multifamily Housing,21642,40.59999847,42.29999924,117,120.5,914488.625,953815.1875,0,235384.0938,803131,1113.579956,111358,11.51
23658,Low-Rise Multifamily,Siena del Lago Condominium,2037-2059 Minor Avenue East,7787800000,4,LAKE UNION,1989,1,2,21643,0,21643,Multifamily Housing,21643,43.59999847,48.20000076,72,77.59999847,943183.3125,1043790.313,0,79724.89844,272021,6711.620117,671162,37.54
23660,Low-Rise Multifamily,Signature Place Condominium,804 2nd Ave N,7792100000,7,MAGNOLIA / QUEEN ANNE,1994,1,4,26964,4304,22660,Multifamily Housing,22664,25.79999924,26.5,68.90000153,69.59999847,585077.125,600720.6875,0,132769.0938,453008,1320.689941,132069,10.17
23661,Mid-Rise Multifamily,Site 17 Condo HOA,2440 Western Ave,7802000000,7,DOWNTOWN,1998,1,8,139301,0,139301,Multifamily Housing,94506,34.59999847,36.5,105.3000031,110.0999985,3375091.5,3557937.5,0,943129.3125,3217957,1571.339966,157134,30.78
23671,Small- and Mid-Sized Office,Areis Building,2366 Eastlake Avenue East,2902200925,4,LAKE UNION,1959,1,4,50333,18036,32297,Office,50333,31.79999924,35,99.90000153,109.9000015,1602084.375,1761932.5,0,469544,1602084,0,0,11.17
23672,Small- and Mid-Sized Office,2324 Eastlake,2324 Eastlake Ave E,2902200965,4,LAKE UNION,1986,1,4,57432,21906,35526,Office,34160,73.80000305,77.19999695,231.6999969,242.5,2520483.25,2638076.5,0,738711.3125,2520483,0,0,17.57
23673,Small- and Mid-Sized Office,2300 Eastlake,2300 Eastlake Ave E,2902200980,4,LAKE UNION,1969,1,3,25912,7956,17956,Office,17332,38.5,40.79999924,120.8000031,128.1000061,666740.3125,706926,0,195410.4063,666740,0,0,4.65
23674,Small- and Mid-Sized Office,2345 Eastlake,2345 Eastlake Ave E,2902201025,4,LAKE UNION,2000,1,3,57132,21908,35224,Office,33705,59.20000076,59.20000076,185.8999939,185.8999939,1994967.75,1994967.75,0,584691.5,1994967,0,0,13.91
23677,Mid-Rise Multifamily,Stewart Manor,6339 34th Ave SW,3277800690,1,DELRIDGE,1968,1,6,49510,0,49510,Multifamily Housing,49510,55.90000153,60.09999847,152.6000061,165.1999969,2765612.25,2974883.75,0,652294.5,2225629,5399.82959,539983,44.19
23679,Low-Rise Multifamily,Alder Crest Apartments,6520 35th Ave SW,3277801539,1,DELRIDGE,1977,1,3,23664,0,23664,Multifamily Housing,22124,46.79999924,50.5,146.8999939,158.6999969,1034808.875,1117852.25,0,303285.0938,1034809,0,0,7.21
23680,Low-Rise Multifamily,"Sgt Jose Canagas, Sr. Apts",6025 Lanham Pl SW,3278601900,1,DELRIDGE,2006,1,3,42169,800,41369,Multifamily Housing,36628,30.70000076,32.20000076,96.30000305,101.1999969,1123073.25,1180853.75,0,329153.9063,1123073,0,0,7.83
23681,Low-Rise Multifamily,Providence Elizabeth House,3201 S.W. Graham St.,3278603180,1,DELRIDGE,2006,1,4,56334,0,56334,Multifamily Housing,56934,34,35.79999924,81.69999695,85.69999695,1934971,2039108.875,0,367106.4063,1252567,6824.039551,682404,44.97
23682,Senior Care Community,BRIDGE PARK HOLIDAY RETIREMENT,(ID23682) 3204 SW MORGAN ST,3278603190,1,DELRIDGE,2008,1,3,144682,0,144682,Senior Care Community,120513,35.40000153,36.90000153,0,0,5121586,5333731,0,1055629.375,3601807,0,0,25.11
23689,Worship Facility,The Salvation Army,9050 16th Ave. SW,3298700490,1,DELRIDGE,1957,1,2,24224,0,24224,Worship Facility,24224,40,43.20000076,88.09999847,91.5,968026.3125,1045964.625,0,156780.5938,534935,4330.90918,433091,26.73
23691,Worship Facility,Westood Christian Community,9252 16TH AVE SW,3298700615,1,DELRIDGE,1963,1,1,23706,0,23706,Worship Facility,23706,16.89999962,19.29999924,33.29999924,35.79999924,400770.9063,456483.0938,0,51837.30078,176869,2239.020264,223902,13.12
23695,Mid-Rise Multifamily,Highland Queen Anne,900 Warren AVE N,3299400000,7,MAGNOLIA / QUEEN ANNE,1963,1,5,27288,0,27288,Multifamily Housing,27288,51.5,55.29999924,87.40000153,91.30000305,1406687.5,1508004.5,0,127320.2031,434417,9722.709961,972271,54.67
23701,Warehouse,Rung Building,1136 S. Albro Place,3467800005,2,GREATER DUWAMISH,1963,1,1,31900,0,31900,Non-Refrigerated Warehouse,28000,61.40000153,61.40000153,192.8000031,192.8000031,1964681.25,1964681.25,0,575815.125,1964681,0,0,13.7
23708,Low-Rise Multifamily,Anne Vista Apartments,2416-2420 54th Pl Sw,3505100761,1,SOUTHWEST,1957,1,3,20184,0,20184,Multifamily Housing,20184,8.199999809,8.699999809,25.60000038,27.20000076,164817.9063,175114.5,0,48305.39844,164818,0,0,1.15
23711,Other,Fauntleroy School House,9131 California Ave SW,3524039040,1,SOUTHWEST,1917,1,1,49066,0,49066,Social/Meeting Hall,49000,78.30000305,91.90000153,105.0999985,119.5,3835202,4504593.5,0,157680.2031,538005,32971.96875,3297197,178.86
23712,Worship Facility,Fauntleroy Church UCC,9140 California Ave SW,3524039078,1,SOUTHWEST,1952,1,3,30740,0,30740,Worship Facility,28293,42.20000076,46.29999924,76.40000153,81,1686262.25,1849185.25,0,179493.9063,612433,10738.29004,1073829,61.3
23713,Low-Rise Multifamily,Starliter,8708 Rainier Ave South,3524049011,2,SOUTHEAST,1962,1,4,21540,0,21540,Multifamily Housing,21540,36.40000153,38,114.1999969,119.3000031,783104.125,818074.6875,0,229514.7031,783104,0,0,5.46
23714,Low-Rise Multifamily,Lake Washington Apartments(23714),9061 Seward Park Ave S,3524049015,2,SOUTHEAST,1947,1,2,332900,0,332900,Multifamily Housing,332900,37.70000076,40.70000076,118.1999969,127.5,12549118,13535222,0,3670992.5,12525426,236.903244,23690,88.58
23716,Supermarket / Grocery Store,Saars Marketplace Foods,9000 Rainier Ave So,3524049132,2,SOUTHEAST,1959,1,1,67450,0,67450,Supermarket/Grocery Store,42760,66.5,66.5,170.6000061,170.6000061,2842819.5,2842819.5,0,604265.625,2061754,7810.649902,781065,55.86
23722,K-12 School,North Beach Elementary,9018 24th Ave N.W.,3526039024,6,BALLARD,1958,1,1,39971,0,39971,K-12 School,40867,0,0,0,0,0,0,0,0,0,9455.367188,945537,50.22
23723,Mid-Rise Multifamily,Domaine,2483 Birch Ave N,3528900665,7,MAGNOLIA / QUEEN ANNE,2006,1,6,67796,11761,56035,Multifamily Housing,39469,101.3000031,108.1999969,258,274.3999939,3996541.5,4270405.5,0,839738.875,2865189,11313.51953,1131352,80.06
23725,Low-Rise Multifamily,The Hudson,2450 Aurora Avenue North,3528900745,7,MAGNOLIA / QUEEN ANNE,1987,1,4,120693,8543,112150,Multifamily Housing,120693,29.89999962,32.09999847,70.30000305,75.30000305,3608955.75,3874552.5,0,657905.8125,2244775,13641.81055,1364181,88.1
23730,Warehouse,RSVP West Bldg,4021 13th Avenue W.,7666200120,7,MAGNOLIA / QUEEN ANNE,1948,1,1,46970,0,46970,Non-Refrigerated Warehouse,46970,18.79999924,18.79999924,59,59,882896.5,882896.5,0,258762.0938,882896,0,0,6.16
23736,Warehouse,Builders Hardware & Supply,1516 15th AVE W,7666201665,7,MAGNOLIA / QUEEN ANNE,1931,1,1,47554,0,47554,Non-Refrigerated Warehouse,18133,33.29999924,34.79999924,91.69999695,93,1035554.688,1083153.75,0,247503.4063,844482,1910.729858,191073,16.04
23742,Small- and Mid-Sized Office,1419 Elliott Ave,1419 Elliott Ave West,7666201760,7,MAGNOLIA / QUEEN ANNE,1979,1,2,43016,5400,37616,Office,43016,28.70000076,33.90000153,35.40000153,40.79999924,1234095.5,1458046,0,31601,107823,11262.73047,1126273,60.57
23743,Mixed Use Property,Elliott Commons,1405 Elliott Ave W,7666201770,7,MAGNOLIA / QUEEN ANNE,1931,1,1,24196,0,24196,Other,8711,43.59999847,47.40000153,109,114.5,1055033,1146510.375,0,214325.7031,731279,3237.537598,323754,22.29
23744,Small- and Mid-Sized Office,1430-1448 Elliott Ave W,1436 Elliott Ave W,7666201815,7,MAGNOLIA / QUEEN ANNE,1940,1,2,20671,0,20671,Office,20671,30.89999962,36.09999847,52.5,58,638507.125,746543.625,0,58124.60156,198321,4401.859863,440186,24.76
23752,Low-Rise Multifamily,Sixteenth Ave Townhomes on 16th,101 - 110 16th Ave,7804130000,3,CENTRAL,1985,1,2,24150,0,24150,Multifamily Housing,20125,35.5,38.70000076,111.4000015,121.5,713893.1875,778795.625,0,209230.0938,713893,0,0,4.98
23757,Warehouse,Tile for Less,2440 1st Ave S,7666206090,2,GREATER DUWAMISH,1927,1,1,21600,0,21600,Non-Refrigerated Warehouse,21600,23.10000038,25.79999924,49.90000153,53.20000076,499828.5938,557887.875,0,77419,264154,2356.750244,235675,14.36
23758,Mid-Rise Multifamily,615 E Pike Street Condominium,615 E Pike Street,7804330000,3,EAST,1999,1,5,30418,0,30418,Multifamily Housing,21474,20.5,20.5,64.40000153,64.40000153,440242.8125,440242.8125,0,129027.7969,440243,0,0,3.07
23759,Low-Rise Multifamily,660 W Olympic Place,660 W Olympic Place,7804360000,7,MAGNOLIA / QUEEN ANNE,2000,1,4,21754,0,21754,Multifamily Housing,19189,59,62.40000153,110.4000015,114,1131615.125,1197539.375,0,130386.6016,444879,6867.359863,686736,39.57
23761,Low-Rise Multifamily,SKANDIA WEST,6300 32nd AVE NW,7804380000,6,BALLARD,1997,1,3,29378,0,29378,Multifamily Housing,24589,36.59999847,38.40000153,91.5,94.80000305,899266.125,943994,0,183036.0938,624519,2747.469971,274747,18.95
23762,Worship Facility,Hillcrest Presbyterian Church,10404 34th Ave SW,7804400110,1,SOUTHWEST,1977,1,1,35844,0,35844,Worship Facility,35844,24.20000076,24.20000076,75.90000153,75.90000153,866126.375,866126.375,0,253847.0938,866126,0,0,6.04
23768,Small- and Mid-Sized Office,Wallingford Plaza,4468 Stone Way N.,7821200160,4,LAKE UNION,1916,1,3,31774,0,31774,Office,19896,48.40000153,49.40000153,142.1000061,143.8999939,1639136.25,1672465.625,0,433126.3125,1477827,1613.089966,161309,18.87
23769,Low-Rise Multifamily,Stone Way Apartments,1215 N. 45th St.,7821200255,4,LAKE UNION,2006,1,4,106218,0,106218,Multifamily Housing,67842,43,45.70000076,95.5,100.9000015,2917787.5,3101727,0,479146.5938,1634848,12829.38965,1282939,79.53
23774,Mid-Rise Multifamily,University House Wallingford,4400 Stone Way N,7821200620,4,LAKE UNION,1997,1,5,217146,0,217146,Multifamily Housing,154063,47.40000153,49.79999924,120.6999969,127.3000031,7564643,7950907.5,0,1586842.25,5414306,21503.36914,2150337,151.95
23782,Low-Rise Multifamily,Highland Terrace Condominium,"8800 20th Ave NE, Seattle, WA 98115",3299720000,5,NORTH,1979,1,2,33852,0,33852,Multifamily Housing,33852,27.20000076,29.5,85.5,92.59999847,921786.375,998760.875,0,270160.0938,921786,0,0,6.43
23783,Low-Rise Multifamily,Elskan Apartments,8500 16th Ave NW,3300700915,6,BALLARD,1976,1,3,20599,0,20599,Multifamily Housing,17514,28.89999962,30.20000076,90.59999847,94.80000305,505601,528928,0,148183.2031,505601,0,0,3.52
23789,High-Rise Multifamily,Highlander Condominiums,525 Belmount Ave East,3302700000,3,EAST,1965,1,11,66150,11290,54860,Multifamily Housing,66150,37.70000076,40.79999924,118.5,128,2496807.5,2696894.5,0,731772.375,2496807,0,0,17.41
23791,Low-Rise Multifamily,Astor Court,1450 E. Republican,3303700120,3,EAST,1926,1,3,29896,0,29896,Multifamily Housing,25507,32.09999847,34.29999924,100.6999969,107.8000031,817695.6875,876062.3125,0,239652.9063,817696,0,0,5.7
23805,Low-Rise Multifamily,Andrews Apts LLC,532 14th Ave E,3303700475,3,EAST,1910,1,3,20022,0,20022,Multifamily Housing,20022,23.20000076,24.39999962,34.70000076,37.5,464155.1875,488751.0938,0,28947.90039,98770,3653.850098,365385,20.09
23807,Low-Rise Multifamily,Highlands North,150 NE 95th,3304200000,5,NORTH,1984,1,3,49291,0,49291,Multifamily Housing,49291,22.79999924,24.29999924,71.69999695,76.09999847,1125886.625,1195324.5,0,329978.4063,1125886,0,0,7.85
23814,High-Rise Multifamily,Kawabe Memorial House,221 18th Avenue South,3319500515,3,CENTRAL,1972,1,10,97978,0,97978,Multifamily Housing,97978,26.89999962,26.89999962,84.30000305,84.30000305,2630929.5,2630929.5,0,771081.1875,2630929,0,0,18.34
23815,Mid-Rise Multifamily,Squire Park Plaza,1710 S Jackson St.,3319500750,3,CENTRAL,2008,1,6,87041,18582,68459,Multifamily Housing,69584,28.79999924,29.70000076,90.40000153,93.19999695,2003948.375,2065719.625,0,587323.625,2003948,0,0,13.97
23816,Mid-Rise Multifamily,Legacy at Pratt Park,1800 South Jackson Street,3319500785,3,CENTRAL,2008,1,6,371442,0,371442,Multifamily Housing,235146,41.29999924,42.20000076,88.09999847,89.09999847,9977330,10196231,0,1518257.75,5180295,47970.33594,4797034,290.88
23826,Low-Rise Multifamily,Tara Apartments,2442 8th Avenue N,3528901115,7,MAGNOLIA / QUEEN ANNE,1964,1,4,21608,0,21608,Multifamily Housing,21608,23.39999962,25.10000038,73.5,78.69999695,505949.0938,541300.3125,0,148285.2031,505949,0,0,3.53
23828,Low-Rise Multifamily,2760,2760 nw 85,3566800215,6,BALLARD,1991,1,3,33733,0,33733,Multifamily Housing,24435,37.09999847,39.29999924,81.5,85.59999847,905926.875,961310.625,0,145995.7969,498138,4077.890137,407789,25.13
23834,Warehouse,South Seattle Business Park- Bldg A,4636 East Marginal Way South,3573200250,2,GREATER DUWAMISH,1953,1,1,26094,0,26094,Non-Refrigerated Warehouse,26094,27.20000076,30.20000076,85.40000153,94.90000153,709990.8125,788592.5,0,208086.4063,709991,0,0,4.95
23835,Small- and Mid-Sized Office,South Seattle Business Park - Bldg B,4636 East Marginal Way South,3573200250,2,GREATER DUWAMISH,1983,1,2,23687,0,23687,Office,23687,45.79999924,49.59999847,143.8000031,155.8999939,1084553.75,1175914.875,0,317864.5,1084554,0,0,7.56
23836,Small- and Mid-Sized Office,South Seattle Business Park - Bldg C,4634 East Marginal Way South,3573200250,2,GREATER DUWAMISH,1983,1,2,24221,0,24221,Office,24221,59.29999924,62.20000076,186.1000061,195.3000031,1435562.75,1506510.25,0,420739.3125,1435563,0,0,10.01
23857,Mixed Use Property,Pier 56,1201 Alaskan Way,7666202485,7,DOWNTOWN,1900,1,2,71919,14083,57836,Office,34550,93.40000153,93.40000153,293.2000122,293.2000122,5381105,5381105,0,1577111.5,5381104,0,0,37.51
23858,Small- and Mid-Sized Office,Pier 55,1101 Alaskan Way,7666202485,7,DOWNTOWN,1900,1,2,32027,0,32027,Office,17526,124.9000015,124.9000015,249.8999939,249.8999939,3999505.25,3999505.25,0,533591.6875,1820615,21788.90039,2178890,128.41
23861,Small- and Mid-Sized Office,Commuter Center LLC,815 Western,7666202545,7,DOWNTOWN,1906,1,3,32160,0,32160,Office,35693,56.20000076,56.20000076,176.5,176.5,2805826,2805826,0,822340.5,2805826,0,0,19.56
23863,Other,William Booth Center,811 Maynard Ave S,7666202690,2,GREATER DUWAMISH,1992,1,3,47836,7572,40264,Other - Lodging/Residential,43336,81.69999695,84.19999695,167.8000031,171.3999939,3540225.75,3647847.25,0,498235.5,1699980,18402.45898,1840246,109.59
23867,Small- and Mid-Sized Office,Airport Way,1700 Airport Way S,7666202855,2,GREATER DUWAMISH,1914,1,3,34425,0,34425,Office,34425,40.40000153,42.90000153,94.19999695,96.80000305,2018385.75,2143122.25,0,362887.0938,1238171,7802.150391,780215,50.07
23874,Mid-Rise Multifamily,Chloe Apartments,1408 E. Union St.,7836800005,3,CENTRAL,2009,1,7,142586,0,142586,Multifamily Housing,94700,42.29999924,42.90000153,67.40000153,68.59999847,4354499,4423813.5,0,332213.6875,1133513,32209.85938,3220986,178.97
